Date,Region,SKUClass,TotalUnits,UsedUnits,UtilisationPct,IsSynthetic,Provenance
2025-09-29,southcentralus,Intel-highmem,3100.0,1961.5,63.27,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-30,southcentralus,Intel-highmem,3100.0,2026.3,65.36,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-01,southcentralus,Intel-highmem,3100.0,1977.3,63.78,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-02,southcentralus,Intel-highmem,3100.0,1964.9,63.38,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-03,southcentralus,Intel-highmem,3100.0,1963.8,63.35,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-04,southcentralus,Intel-highmem,3100.0,1933.1,62.36,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-05,southcentralus,Intel-highmem,3100.0,1921.9,62.0,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-06,southcentralus,Intel-highmem,3100.0,2063.5,66.56,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-07,southcentralus,Intel-highmem,3100.0,2022.0,65.23,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-08,southcentralus,Intel-highmem,3100.0,1995.0,64.35,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-09,southcentralus,Intel-highmem,3100.0,1968.3,63.49,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-10,southcentralus,Intel-highmem,3100.0,2113.4,68.17,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-11,southcentralus,Intel-highmem,3100.0,2031.6,65.53,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-12,southcentralus,Intel-highmem,3100.0,1925.5,62.11,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-13,southcentralus,Intel-highmem,3100.0,2040.6,65.82,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-14,southcentralus,Intel-highmem,3100.0,2074.7,66.93,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-15,southcentralus,Intel-highmem,3100.0,2079.3,67.08,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-16,southcentralus,Intel-highmem,3100.0,2093.5,67.53,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-17,southcentralus,Intel-highmem,3100.0,2164.2,69.81,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-18,southcentralus,Intel-highmem,3100.0,2000.5,64.53,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-19,southcentralus,Intel-highmem,3100.0,2076.4,66.98,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-20,southcentralus,Intel-highmem,3100.0,2116.6,68.28,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-21,southcentralus,Intel-highmem,3100.0,2147.5,69.28,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-22,southcentralus,Intel-highmem,3100.0,2107.3,67.98,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-23,southcentralus,Intel-highmem,3100.0,2115.0,68.23,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-24,southcentralus,Intel-highmem,3100.0,2150.1,69.36,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-25,southcentralus,Intel-highmem,3100.0,2016.8,65.06,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-26,southcentralus,Intel-highmem,3100.0,2079.5,67.08,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-27,southcentralus,Intel-highmem,3100.0,2200.1,70.97,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-28,southcentralus,Intel-highmem,3100.0,2226.3,71.82,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-29,southcentralus,Intel-highmem,3100.0,2217.2,71.52,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-30,southcentralus,Intel-highmem,3100.0,2201.3,71.01,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-31,southcentralus,Intel-highmem,3100.0,2222.9,71.71,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-01,southcentralus,Intel-highmem,3100.0,2215.6,71.47,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-02,southcentralus,Intel-highmem,3100.0,2088.6,67.37,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-03,southcentralus,Intel-highmem,3100.0,2214.8,71.44,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-04,southcentralus,Intel-highmem,3100.0,2241.0,72.29,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-05,southcentralus,Intel-highmem,3100.0,2229.1,71.91,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-06,southcentralus,Intel-highmem,3100.0,2278.2,73.49,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-07,southcentralus,Intel-highmem,3100.0,2235.5,72.11,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-08,southcentralus,Intel-highmem,3100.0,2183.2,70.43,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-09,southcentralus,Intel-highmem,3100.0,2245.4,72.43,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-10,southcentralus,Intel-highmem,3100.0,2307.1,74.42,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-11,southcentralus,Intel-highmem,3100.0,2336.3,75.36,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-12,southcentralus,Intel-highmem,3100.0,2314.0,74.64,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-13,southcentralus,Intel-highmem,3100.0,2373.5,76.57,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-14,southcentralus,Intel-highmem,3100.0,2291.0,73.9,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-15,southcentralus,Intel-highmem,3100.0,2246.6,72.47,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-16,southcentralus,Intel-highmem,3100.0,2321.4,74.89,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-17,southcentralus,Intel-highmem,3100.0,2383.4,76.88,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-18,southcentralus,Intel-highmem,3100.0,2365.4,76.3,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-19,southcentralus,Intel-highmem,3100.0,2399.3,77.4,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-20,southcentralus,Intel-highmem,3100.0,2389.3,77.08,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-21,southcentralus,Intel-highmem,3100.0,2335.5,75.34,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-22,southcentralus,Intel-highmem,3100.0,2300.3,74.2,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-23,southcentralus,Intel-highmem,3100.0,2317.4,74.75,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-24,southcentralus,Intel-highmem,3100.0,2470.0,79.68,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-25,southcentralus,Intel-highmem,3100.0,2477.5,79.92,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-26,southcentralus,Intel-highmem,3100.0,2493.4,80.43,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-27,southcentralus,Intel-highmem,3100.0,2498.2,80.59,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-28,southcentralus,Intel-highmem,3100.0,2451.8,79.09,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-29,southcentralus,Intel-highmem,3100.0,2388.5,77.05,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-11-30,southcentralus,Intel-highmem,3100.0,2415.3,77.91,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-01,southcentralus,Intel-highmem,3100.0,2503.1,80.75,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-02,southcentralus,Intel-highmem,3100.0,2578.4,83.17,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-03,southcentralus,Intel-highmem,3100.0,2584.2,83.36,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-04,southcentralus,Intel-highmem,3100.0,2551.0,82.29,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-05,southcentralus,Intel-highmem,3100.0,2534.8,81.77,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-06,southcentralus,Intel-highmem,3100.0,2443.7,78.83,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-07,southcentralus,Intel-highmem,3100.0,2539.1,81.91,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-08,southcentralus,Intel-highmem,3100.0,2579.5,83.21,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-09,southcentralus,Intel-highmem,3100.0,2613.8,84.32,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-10,southcentralus,Intel-highmem,3100.0,2552.5,82.34,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-11,southcentralus,Intel-highmem,3100.0,2606.2,84.07,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-12,southcentralus,Intel-highmem,3100.0,2631.0,84.87,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-13,southcentralus,Intel-highmem,3100.0,2528.3,81.56,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-14,southcentralus,Intel-highmem,3100.0,2515.8,81.15,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-15,southcentralus,Intel-highmem,3100.0,2605.0,84.03,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-16,southcentralus,Intel-highmem,3100.0,2655.7,85.67,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-17,southcentralus,Intel-highmem,3100.0,2698.8,87.06,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-18,southcentralus,Intel-highmem,3100.0,2663.2,85.91,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-19,southcentralus,Intel-highmem,3100.0,2643.4,85.27,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-20,southcentralus,Intel-highmem,3100.0,2626.1,84.71,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-21,southcentralus,Intel-highmem,3100.0,2557.2,82.49,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-22,southcentralus,Intel-highmem,3100.0,2692.3,86.85,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-23,southcentralus,Intel-highmem,3100.0,2691.7,86.83,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-24,southcentralus,Intel-highmem,3100.0,2720.2,87.75,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-25,southcentralus,Intel-highmem,3100.0,2681.3,86.49,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-26,southcentralus,Intel-highmem,3100.0,2779.9,89.67,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-27,southcentralus,Intel-highmem,3100.0,2653.0,85.58,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-28,southcentralus,Intel-highmem,3100.0,2657.4,85.72,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-29,southcentralus,Intel-highmem,3100.0,2810.0,90.64,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-30,southcentralus,Intel-highmem,3100.0,2763.7,89.15,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-12-31,southcentralus,Intel-highmem,3100.0,2792.7,90.09,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-01,southcentralus,Intel-highmem,3100.0,2802.1,90.39,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-02,southcentralus,Intel-highmem,3100.0,2731.3,88.11,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-03,southcentralus,Intel-highmem,3100.0,2647.1,85.39,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-04,southcentralus,Intel-highmem,3100.0,2722.9,87.84,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-05,southcentralus,Intel-highmem,3100.0,2838.1,91.55,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-06,southcentralus,Intel-highmem,3100.0,2822.9,91.06,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-07,southcentralus,Intel-highmem,3100.0,2909.1,93.84,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-08,southcentralus,Intel-highmem,3100.0,2870.2,92.59,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-09,southcentralus,Intel-highmem,3100.0,2850.6,91.96,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-10,southcentralus,Intel-highmem,3100.0,2761.2,89.07,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-11,southcentralus,Intel-highmem,3100.0,2840.9,91.64,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-12,southcentralus,Intel-highmem,3100.0,2879.3,92.88,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-13,southcentralus,Intel-highmem,3100.0,2903.1,93.65,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-14,southcentralus,Intel-highmem,3100.0,2914.8,94.03,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-15,southcentralus,Intel-highmem,3100.0,3008.1,97.03,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-16,southcentralus,Intel-highmem,3100.0,2861.0,92.29,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-17,southcentralus,Intel-highmem,3100.0,2900.6,93.57,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-18,southcentralus,Intel-highmem,3100.0,2870.9,92.61,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-19,southcentralus,Intel-highmem,3100.0,2949.6,95.15,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-20,southcentralus,Intel-highmem,3100.0,2935.7,94.7,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-21,southcentralus,Intel-highmem,3100.0,2919.7,94.18,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-22,southcentralus,Intel-highmem,3100.0,2978.4,96.08,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-23,southcentralus,Intel-highmem,3100.0,3023.6,97.54,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-24,southcentralus,Intel-highmem,3100.0,2939.8,94.83,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-25,southcentralus,Intel-highmem,3100.0,2936.7,94.73,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-26,southcentralus,Intel-highmem,3100.0,3037.2,97.97,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-27,southcentralus,Intel-highmem,3100.0,2988.2,96.39,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2026-01-28,southcentralus,Intel-highmem,3100.0,3024.7,97.57,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-01,centralindia,Intel-highmem,1792.0,828.8,46.25,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-02,centralindia,Intel-highmem,1792.0,819.8,45.75,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-03,centralindia,Intel-highmem,1792.0,874.0,48.77,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-04,centralindia,Intel-highmem,1792.0,869.8,48.54,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-05,centralindia,Intel-highmem,1792.0,841.1,46.93,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-06,centralindia,Intel-highmem,1792.0,811.3,45.27,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-07,centralindia,Intel-highmem,1792.0,817.3,45.61,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-08,centralindia,Intel-highmem,1792.0,861.8,48.09,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-09,centralindia,Intel-highmem,1792.0,846.0,47.21,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-10,centralindia,Intel-highmem,1792.0,856.2,47.78,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-11,centralindia,Intel-highmem,1792.0,868.2,48.45,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-12,centralindia,Intel-highmem,1792.0,882.6,49.25,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-13,centralindia,Intel-highmem,1792.0,850.7,47.47,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-14,centralindia,Intel-highmem,1792.0,825.1,46.04,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-15,centralindia,Intel-highmem,1792.0,898.7,50.15,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-16,centralindia,Intel-highmem,1792.0,908.3,50.69,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-17,centralindia,Intel-highmem,1792.0,898.5,50.14,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-18,centralindia,Intel-highmem,1792.0,910.5,50.81,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-19,centralindia,Intel-highmem,1792.0,927.2,51.74,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-20,centralindia,Intel-highmem,1792.0,864.7,48.25,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-21,centralindia,Intel-highmem,1792.0,894.8,49.93,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-22,centralindia,Intel-highmem,1792.0,942.1,52.57,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-23,centralindia,Intel-highmem,1792.0,942.2,52.58,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-24,centralindia,Intel-highmem,1792.0,908.1,50.68,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-25,centralindia,Intel-highmem,1792.0,933.8,52.11,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-26,centralindia,Intel-highmem,1792.0,918.9,51.28,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-27,centralindia,Intel-highmem,1792.0,895.9,49.99,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-28,centralindia,Intel-highmem,1792.0,927.3,51.75,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-29,centralindia,Intel-highmem,1792.0,945.4,52.75,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-09-30,centralindia,Intel-highmem,1792.0,957.9,53.45,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-01,centralindia,Intel-highmem,1792.0,988.1,55.14,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-02,centralindia,Intel-highmem,1792.0,962.4,53.7,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-03,centralindia,Intel-highmem,1792.0,997.6,55.67,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-04,centralindia,Intel-highmem,1792.0,971.5,54.21,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-05,centralindia,Intel-highmem,1792.0,921.1,51.4,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
2025-10-06,centralindia,Intel-highmem,1792.0,983.0,54.86,True,"SYNTHETIC - generated, not a business source: utilisation curve grown in proportion to observed request volume"
