CapacityId,DatacentreId,Region,SiteType,FabricSku,CapacityUnits,DeployedUnits,SupportsFreeViewers,IsSynthetic,Provenance,SubscriptionId,TenantId
southcentralus-dc03-cap05,southcentralus-dc03,southcentralus,Dedicated,F8,8,16,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",52f9c816-c626-47fa-8f55-a067dfc2ffdd,14b51215-081d-4680-87fb-3068a92160dc
southcentralus-dc04-cap01,southcentralus-dc04,southcentralus,Shared,F256,256,512,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",52f9c816-c626-47fa-8f55-a067dfc2ffdd,14b51215-081d-4680-87fb-3068a92160dc
southcentralus-dc05-cap01,southcentralus-dc05,southcentralus,Shared,F256,256,512,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",bf409e3f-73a7-4e8c-91ca-85c52d51337b,273d75b3-526d-4729-9346-d584552de3b8
southcentralus-dc06-cap01,southcentralus-dc06,southcentralus,Shared,F128,128,256,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",52f9c816-c626-47fa-8f55-a067dfc2ffdd,14b51215-081d-4680-87fb-3068a92160dc
southcentralus-dc07-cap01,southcentralus-dc07,southcentralus,Dedicated,F4,4,8,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",65b87677-1475-49fa-b11c-3fa1c73dca84,25455f57-3bae-4aef-8890-ead00b197d32
southcentralus-dc07-cap02,southcentralus-dc07,southcentralus,Dedicated,F4,4,8,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",bf409e3f-73a7-4e8c-91ca-85c52d51337b,273d75b3-526d-4729-9346-d584552de3b8
southcentralus-dc07-cap03,southcentralus-dc07,southcentralus,Dedicated,F2,2,4,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",bf409e3f-73a7-4e8c-91ca-85c52d51337b,273d75b3-526d-4729-9346-d584552de3b8
southcentralus-dc07-cap04,southcentralus-dc07,southcentralus,Dedicated,F32,32,64,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",bf409e3f-73a7-4e8c-91ca-85c52d51337b,273d75b3-526d-4729-9346-d584552de3b8
southcentralus-dc08-cap01,southcentralus-dc08,southcentralus,Shared,F256,256,512,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",52f9c816-c626-47fa-8f55-a067dfc2ffdd,14b51215-081d-4680-87fb-3068a92160dc
southcentralus-dc09-cap01,southcentralus-dc09,southcentralus,Dedicated,F32,32,64,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",52f9c816-c626-47fa-8f55-a067dfc2ffdd,14b51215-081d-4680-87fb-3068a92160dc
southcentralus-dc09-cap02,southcentralus-dc09,southcentralus,Dedicated,F64,64,128,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",52f9c816-c626-47fa-8f55-a067dfc2ffdd,14b51215-081d-4680-87fb-3068a92160dc
southcentralus-dc09-cap03,southcentralus-dc09,southcentralus,Dedicated,F4,4,8,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",bf409e3f-73a7-4e8c-91ca-85c52d51337b,273d75b3-526d-4729-9346-d584552de3b8
southcentralus-dc09-cap04,southcentralus-dc09,southcentralus,Dedicated,F4,4,8,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",52f9c816-c626-47fa-8f55-a067dfc2ffdd,14b51215-081d-4680-87fb-3068a92160dc
southcentralus-dc10-cap01,southcentralus-dc10,southcentralus,Shared,F256,256,512,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",52f9c816-c626-47fa-8f55-a067dfc2ffdd,14b51215-081d-4680-87fb-3068a92160dc
centralindia-dc01-cap01,centralindia-dc01,centralindia,Dedicated,F16,16,32,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc01-cap02,centralindia-dc01,centralindia,Dedicated,F16,16,32,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a64db328-74c9-48b6-863e-4925433f3578,9147ce84-92c9-4adf-b1aa-6f3482e999b0
centralindia-dc01-cap03,centralindia-dc01,centralindia,Dedicated,F8,8,16,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",48840256-5fa3-4d7d-b554-6efb8066aafb,f79c09b4-e935-4c35-908f-922944f9a28d
centralindia-dc01-cap04,centralindia-dc01,centralindia,Dedicated,F8,8,16,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc01-cap05,centralindia-dc01,centralindia,Dedicated,F2,2,4,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",8a894235-6495-4d29-a537-b4d5c9638a63,45383581-5435-4a2a-88e0-bea1466688d8
centralindia-dc02-cap01,centralindia-dc02,centralindia,Shared,F128,128,256,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc03-cap01,centralindia-dc03,centralindia,Shared,F128,128,256,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc04-cap01,centralindia-dc04,centralindia,Dedicated,F8,8,16,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc04-cap02,centralindia-dc04,centralindia,Dedicated,F8,8,16,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a64db328-74c9-48b6-863e-4925433f3578,9147ce84-92c9-4adf-b1aa-6f3482e999b0
centralindia-dc04-cap03,centralindia-dc04,centralindia,Dedicated,F32,32,64,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a64db328-74c9-48b6-863e-4925433f3578,9147ce84-92c9-4adf-b1aa-6f3482e999b0
centralindia-dc04-cap04,centralindia-dc04,centralindia,Dedicated,F64,64,128,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc05-cap01,centralindia-dc05,centralindia,Shared,F128,128,256,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a64db328-74c9-48b6-863e-4925433f3578,9147ce84-92c9-4adf-b1aa-6f3482e999b0
centralindia-dc06-cap01,centralindia-dc06,centralindia,Dedicated,F16,16,32,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc06-cap02,centralindia-dc06,centralindia,Dedicated,F32,32,64,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",8a894235-6495-4d29-a537-b4d5c9638a63,45383581-5435-4a2a-88e0-bea1466688d8
centralindia-dc06-cap03,centralindia-dc06,centralindia,Dedicated,F2,2,4,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",bf409e3f-73a7-4e8c-91ca-85c52d51337b,273d75b3-526d-4729-9346-d584552de3b8
centralindia-dc07-cap01,centralindia-dc07,centralindia,Shared,F128,128,256,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc08-cap01,centralindia-dc08,centralindia,Dedicated,F2,2,4,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc08-cap02,centralindia-dc08,centralindia,Dedicated,F8,8,16,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",8a894235-6495-4d29-a537-b4d5c9638a63,45383581-5435-4a2a-88e0-bea1466688d8
centralindia-dc09-cap01,centralindia-dc09,centralindia,Dedicated,F2,2,4,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
centralindia-dc09-cap02,centralindia-dc09,centralindia,Dedicated,F32,32,64,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a64db328-74c9-48b6-863e-4925433f3578,9147ce84-92c9-4adf-b1aa-6f3482e999b0
centralindia-dc10-cap01,centralindia-dc10,centralindia,Shared,F128,128,256,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",9e601720-6c49-4cd6-9ca3-66a474dd18ca,9f3d0aaa-a767-4745-bb3b-6da89db1e611
westeurope-dc01-cap01,westeurope-dc01,westeurope,Shared,F128,128,256,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a865a58f-61d4-48b9-8794-8467d00bc59a,beee7a61-5572-48db-93ae-4a48c0c66dfb
westeurope-dc02-cap01,westeurope-dc02,westeurope,Shared,F256,256,512,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",beec10bd-be70-4160-aee4-6557cbce5969,0bd72247-2522-4ca4-a4c8-911871116878
westeurope-dc03-cap01,westeurope-dc03,westeurope,Dedicated,F2,2,4,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a865a58f-61d4-48b9-8794-8467d00bc59a,beee7a61-5572-48db-93ae-4a48c0c66dfb
westeurope-dc03-cap02,westeurope-dc03,westeurope,Dedicated,F64,64,128,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a865a58f-61d4-48b9-8794-8467d00bc59a,beee7a61-5572-48db-93ae-4a48c0c66dfb
westeurope-dc03-cap03,westeurope-dc03,westeurope,Dedicated,F32,32,64,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a865a58f-61d4-48b9-8794-8467d00bc59a,beee7a61-5572-48db-93ae-4a48c0c66dfb
westeurope-dc03-cap04,westeurope-dc03,westeurope,Dedicated,F2,2,4,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",48840256-5fa3-4d7d-b554-6efb8066aafb,f79c09b4-e935-4c35-908f-922944f9a28d
westeurope-dc03-cap05,westeurope-dc03,westeurope,Dedicated,F16,16,32,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",48840256-5fa3-4d7d-b554-6efb8066aafb,f79c09b4-e935-4c35-908f-922944f9a28d
westeurope-dc04-cap01,westeurope-dc04,westeurope,Shared,F128,128,256,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a865a58f-61d4-48b9-8794-8467d00bc59a,beee7a61-5572-48db-93ae-4a48c0c66dfb
westeurope-dc05-cap01,westeurope-dc05,westeurope,Dedicated,F64,64,128,True,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",beec10bd-be70-4160-aee4-6557cbce5969,0bd72247-2522-4ca4-a4c8-911871116878
westeurope-dc05-cap02,westeurope-dc05,westeurope,Dedicated,F4,4,8,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",48840256-5fa3-4d7d-b554-6efb8066aafb,f79c09b4-e935-4c35-908f-922944f9a28d
westeurope-dc05-cap03,westeurope-dc05,westeurope,Dedicated,F16,16,32,False,True,"SYNTHETIC - generated, not a business source: every site is Shared (one large capacity, several workloads sharing its CU) or Dedicated (a capacity per workload, each at 100% of its own), split half and half from the site id; SKU rungs assigned directly on the real Fabric ladder; holder assigned from the real subscriptions in the extract, weighted by capacity each account requested in that region",a865a58f-61d4-48b9-8794-8467d00bc59a,beee7a61-5572-48db-93ae-4a48c0c66dfb
